Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Frank Jackson,PG,23,DET,53,1164,10.6,.530,.578,.215,1.7,6.7,4.0,7.6,1.1,0.7,6.7,20.9,,0.3,0.4,0.7,.031,,-1.8,-1.7,-3.5,-0.4
Isaiah Jackson,C,20,IND,36,541,20.5,.607,.078,.427,12.2,18.7,15.4,2.9,2.3,8.4,14.0,22.5,,0.7,0.7,1.4,.126,,-1.6,0.0,-1.6,0.0
Jaren Jackson Jr.,PF,22,MEM,78,2126,17.0,.535,.387,.333,5.7,16.9,11.2,5.8,1.6,7.4,9.9,25.4,,1.7,3.7,5.4,.121,,-0.9,0.8,-0.1,1.0
Josh Jackson,SF,24,DETSAC,51,830,9.5,.491,.433,.257,2.6,16.4,9.2,10.0,1.5,2.4,12.3,19.7,,-0.7,0.7,0.0,.001,,-4.1,-0.4,-4.5,-0.5
Justin Jackson,SF,26,BOSPHO,7,36,7.7,.472,.600,.133,3.0,16.9,10.1,7.1,0.0,0.0,5.9,19.7,,0.0,0.0,0.0,.033,,-2.2,-1.1,-3.3,0.0
Reggie Jackson,SG,31,LAC,75,2337,12.1,.488,.419,.133,1.8,10.2,6.1,24.6,1.2,0.5,11.8,27.6,,-1.7,2.0,0.4,.008,,-1.4,-1.6,-3.0,-0.6
LeBron James,C,37,LAL,56,2084,26.2,.619,.367,.275,3.3,20.4,11.8,30.6,1.7,2.5,12.5,32.3,,5.2,2.3,7.5,.172,,6.9,0.8,7.7,5.1
DeJon Jarreau,SG,24,IND,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.022,,-6.5,-1.5,-8.0,0.0
DaQuan Jeffries,SG,24,MEM,3,9,8.4,.500,.500,.000,0.0,23.8,11.6,14.0,0.0,0.0,0.0,9.1,,0.0,0.0,0.0,.099,,-5.8,0.9,-4.9,0.0
Ty Jerome,SG,24,OKC,48,801,11.3,.488,.567,.143,2.4,7.7,5.0,21.3,1.8,0.6,9.6,20.8,,0.0,0.5,0.5,.032,,-2.2,-0.2,-2.3,-0.1
Isaiah Joe,SG,22,PHI,55,609,7.7,.519,.763,.175,1.1,9.0,5.1,8.1,1.1,0.4,9.1,15.5,,0.0,0.4,0.4,.035,,-3.1,-1.5,-4.6,-0.4
Alize Johnson,PF,25,CHIWASNOP,23,167,10.7,.463,.103,.308,18.8,22.1,20.4,7.1,1.5,0.0,21.3,14.8,,0.0,0.1,0.1,.041,,-3.6,-1.8,-5.5,-0.1
B.J. Johnson,SF,26,ORL,4,65,12.1,.520,.400,.000,9.7,14.7,12.2,0.0,0.0,1.4,0.0,16.7,,0.1,0.0,0.1,.065,,-0.7,-3.9,-4.7,0.0
Cameron Johnson,PF,25,PHO,66,1730,15.2,.625,.644,.188,2.7,14.0,8.5,7.7,1.6,0.8,6.7,17.5,,3.2,2.4,5.6,.156,,2.0,0.7,2.7,2.1
David Johnson,SG,20,TOR,2,2,-20.0,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,,0.0,0.0,0.0,-0.495,,-19.0,-8.7,-27.7,0.0
Jalen Johnson,PF,20,ATL,22,120,11.3,.590,.317,.171,1.8,21.8,11.9,3.7,1.2,1.5,17.0,19.3,,-0.1,0.1,0.0,.013,,-3.9,-1.1,-4.9,-0.1
James Johnson,PF,34,BRK,62,1191,10.3,.513,.277,.179,4.8,14.6,9.8,14.5,1.2,2.6,12.7,13.7,,0.6,1.1,1.7,.068,,-2.7,0.6,-2.2,-0.1
Joe Johnson,SG,40,BOS,1,2,38.7,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,0.0,0.0,0.0,.335,,12.1,2.8,15.0,0.0
Keldon Johnson,SF,22,SAS,75,2392,15.2,.574,.395,.231,3.5,16.7,10.0,9.5,1.2,0.5,7.6,21.3,,2.9,2.0,4.9,.098,,0.7,-1.2,-0.5,0.9
Keon Johnson,SG,19,LACPOR,37,696,8.7,.453,.368,.188,3.7,9.1,6.3,16.3,2.0,1.7,13.5,21.2,,-0.8,0.4,-0.5,-0.031,,-4.0,-2.0,-5.9,-0.7
Stanley Johnson,PF,25,LAL,48,1094,10.5,.564,.418,.295,3.4,11.9,7.6,9.8,1.9,1.1,11.0,12.5,,0.9,0.9,1.8,.079,,-2.8,0.1,-2.7,-0.2
Tyler Johnson,PG,29,PHISAS,6,91,7.1,.425,.650,.000,3.5,10.7,7.1,9.5,1.6,2.8,9.1,10.5,,0.0,0.1,0.1,.033,,-3.9,0.8,-3.0,0.0
Nikola Jokić,C,26,DEN,74,2476,32.8,.661,.220,.357,9.6,35.5,23.0,42.6,2.2,2.3,15.6,31.9,,10.8,4.5,15.2,.296,,9.2,4.5,13.7,9.8
Carlik Jones,PG,24,DALDEN,5,23,-1.8,.202,.111,.222,4.8,9.7,7.3,26.7,2.2,0.0,23.3,25.1,,-0.2,0.0,-0.1,-0.285,,-11.3,-4.2,-15.5,-0.1
Damian Jones,C,26,SAC,56,1017,18.3,.701,.109,.492,7.9,18.5,13.2,10.2,1.2,4.0,15.4,16.2,,2.4,0.9,3.3,.156,,-0.2,0.5,0.3,0.6
Derrick Jones Jr.,PF,24,CHI,51,899,13.0,.633,.313,.359,7.6,13.6,10.6,4.4,1.4,3.2,11.7,12.5,,1.4,0.8,2.2,.119,,-1.5,0.5,-0.9,0.2
Herbert Jones,PF,23,NOP,78,2335,12.3,.573,.293,.283,4.5,9.6,7.0,10.0,2.7,2.5,13.4,13.7,,2.1,2.5,4.6,.096,,-2.0,1.5,-0.5,0.9
Jemerrio Jones,SF,26,LAL,2,15,14.8,.667,.000,.000,14.4,7.1,10.8,0.0,3.2,0.0,0.0,8.6,,0.0,0.0,0.1,.170,,-1.1,0.1,-1.0,0.0
Kai Jones,C,21,CHO,21,63,9.2,.628,.143,.571,5.0,13.7,9.2,8.6,0.8,3.0,25.5,15.9,,0.0,0.0,0.0,.009,,-5.2,-1.4,-6.6,-0.1
Mason Jones,SG,23,LAL,4,51,17.8,.625,.267,1.000,2.1,18.9,10.5,10.9,1.9,0.0,4.4,19.0,,0.2,0.0,0.2,.201,,-1.2,0.3,-0.9,0.0
Tre Jones,PG,22,SAS,69,1148,15.0,.545,.150,.268,2.6,11.6,7.1,27.0,1.8,0.5,10.8,15.6,,1.9,0.9,2.9,.121,,-0.9,0.4,-0.5,0.4
Tyus Jones,PG,25,MEM,73,1549,16.5,.544,.371,.120,1.1,11.0,5.9,28.2,2.0,0.1,7.3,16.6,,3.4,1.6,5.1,.158,,1.2,0.5,1.7,1.4
DeAndre Jordan,C,33,LALPHI,48,622,17.2,.641,.000,.280,14.7,31.4,23.1,4.9,0.9,5.0,18.7,13.9,,0.9,1.0,1.9,.145,,-1.5,0.1,-1.4,0.1
Cory Joseph,PG,30,DET,65,1600,11.4,.579,.393,.283,1.9,10.3,5.9,21.8,1.3,1.0,15.9,14.3,,1.7,0.8,2.5,.075,,-2.0,-0.1,-2.1,0.0
Georgios Kalaitzakis,SF,23,MILOKC,13,213,8.6,.536,.388,.448,3.0,7.3,5.1,8.8,2.5,0.9,20.0,20.2,,-0.3,0.2,-0.1,-0.024,,-5.1,-1.9,-7.0,-0.3
Frank Kaminsky,C,28,PHO,9,181,21.3,.635,.227,.303,6.7,17.3,12.1,10.1,2.1,3.4,6.3,19.0,,0.5,0.3,0.9,.228,,2.4,2.5,4.9,0.3
Luke Kennard,SG,25,LAC,70,1919,13.3,.619,.662,.121,1.1,11.2,6.3,11.2,1.1,0.3,8.2,16.8,,2.8,1.7,4.5,.113,,0.8,-0.3,0.5,1.2
Braxton Key,SF,24,PHIDET,11,197,13.7,.508,.292,.181,6.8,21.4,13.7,8.9,2.5,5.0,12.4,19.4,,-0.1,0.3,0.2,.052,,-3.8,0.6,-3.3,-0.1
George King,SF,28,DAL,4,19,-12.3,.085,.800,.400,0.0,29.3,14.6,0.0,0.0,0.0,14.5,16.3,,-0.1,0.0,-0.1,-0.296,,-16.5,-3.5,-20.1,-0.1
Louis King,SF,22,SAC,10,104,8.1,.438,.574,.213,0.0,12.7,6.3,12.5,0.9,0.8,0.0,21.2,,0.0,0.0,0.0,.000,,-3.0,-1.6,-4.6,-0.1
Corey Kispert,SF,22,WAS,77,1801,10.9,.586,.623,.121,3.3,9.4,6.4,6.7,1.0,1.0,8.5,14.6,,1.6,0.7,2.3,.061,,-0.8,-1.5,-2.3,-0.1
Maxi Kleber,PF,30,DAL,59,1450,11.0,.537,.720,.184,5.4,21.5,13.4,6.5,1.0,3.6,10.9,13.3,,0.7,2.3,3.0,.098,,-1.6,1.2,-0.4,0.6
Brandon Knight,PG,30,DAL,5,65,13.0,.561,.680,.320,0.0,13.7,6.8,18.6,0.8,0.0,12.3,22.5,,0.1,0.1,0.1,.091,,-2.7,-1.9,-4.6,0.0
Nathan Knight,PF,24,MIN,37,267,18.7,.603,.148,.682,12.5,21.8,17.1,11.9,1.2,2.9,13.6,20.7,,0.6,0.3,1.0,.171,,-0.7,0.1,-0.6,0.1
Kevin Knox,SF,22,NYKATL,30,222,10.9,.491,.635,.259,6.8,14.8,10.7,6.5,0.9,0.8,6.9,20.0,,0.1,0.2,0.2,.047,,-1.9,-2.2,-4.1,-0.1
John Konchar,SG,25,MEM,72,1292,14.0,.615,.481,.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,,2.4,1.8,4.2,.155,,0.2,1.3,1.5,1.2
Furkan Korkmaz,SG,24,PHI,67,1414,10.2,.502,.566,.179,1.8,11.9,6.9,13.1,1.2,0.6,8.6,17.6,,0.1,1.1,1.2,.041,,-2.0,-1.1,-3.1,-0.4
Luke Kornet,C,26,CLEMILBOS,15,103,16.6,.506,.185,.222,14.0,16.4,15.2,12.4,1.4,2.6,0.0,12.7,,0.2,0.2,0.4,.194,,-0.9,0.4,-0.5,0.0
Vit Krejci,SG,21,OKC,30,690,8.5,.529,.587,.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,,0.1,0.5,0.6,.042,,-4.3,-1.0,-5.3,-0.6
Arnoldas Kulboka,SF,24,CHO,2,5,-10.7,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,,0.0,0.0,0.0,-0.217,,-14.7,-7.1,-21.8,0.0
Jonathan Kuminga,SF,19,GSW,70,1185,15.2,.600,.324,.413,5.1,16.1,10.8,8.4,1.3,1.8,12.0,22.7,,1.3,1.8,3.0,.123,,-1.3,-0.2,-1.5,0.1
Kyle Kuzma,PF,26,WAS,66,2204,15.2,.547,.401,.234,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,,0.0,2.0,2.0,.044,,0.2,-0.4,-0.2,1.0
Anthony Lamb,SF,24,SAS,2,8,-0.5,.000,1.000,.000,0.0,13.2,6.6,27.9,0.0,0.0,0.0,10.6,,0.0,0.0,0.0,-0.138,,-6.2,-1.8,-8.0,0.0
Jeremy Lamb,SF-SG,29,INDSAC,56,935,13.3,.521,.490,.305,3.0,15.3,9.1,12.3,1.6,2.0,8.6,19.7,,0.6,0.6,1.2,.063,,-0.4,-0.5,-0.8,0.3
Jock Landale,C,26,SAS,54,589,16.0,.597,.436,.201,11.1,13.5,12.3,10.6,0.8,2.0,12.3,18.1,,1.0,0.4,1.5,.121,,0.7,-1.1,-0.4,0.2
Romeo Langford,SG,22,BOSSAS,48,771,9.2,.520,.445,.220,4.3,10.7,7.6,3.7,1.4,1.9,7.1,12.9,,0.3,1.0,1.3,.082,,-2.3,1.0,-1.4,0.1
Zach LaVine,SG,26,CHI,67,2328,20.0,.605,.401,.316,1.1,13.8,7.4,20.8,0.9,0.9,11.2,28.8,,4.5,1.3,5.8,.120,,3.9,-1.5,2.4,2.6
Jake Layman,SF,27,MIN,34,231,9.0,.500,.479,.247,2.7,14.3,8.4,5.3,1.4,2.1,11.0,16.4,,-0.1,0.2,0.1,.024,,-3.3,-0.6,-3.9,-0.1
Damion Lee,SG,29,GSW,63,1256,10.9,.561,.488,.196,2.4,14.9,8.8,7.1,1.5,0.5,8.4,15.8,,0.9,1.8,2.7,.102,,-2.4,0.4,-2.0,0.0
Saben Lee,PG,22,DET,37,604,13.8,.499,.339,.401,3.1,13.0,7.8,26.2,2.9,1.8,14.7,17.3,,0.3,0.7,0.9,.073,,-1.9,1.5,-0.4,0.2
Alex Len,C,28,SAC,39,620,13.1,.577,.119,.358,9.0,19.3,14.1,10.6,1.0,3.5,17.4,17.1,,0.4,0.5,0.9,.070,,-3.2,0.3,-2.9,-0.1
Caris LeVert,SG,27,INDCLE,58,1780,15.1,.525,.300,.226,2.7,10.7,6.7,22.0,1.4,1.1,10.3,25.4,,1.2,1.0,2.2,.059,,0.0,-1.2,-1.2,0.4
Kira Lewis Jr.,PG,20,NOP,24,341,9.8,.466,.397,.082,2.9,10.0,6.3,21.7,1.6,0.3,14.7,22.3,,-0.3,0.2,-0.1,-0.017,,-2.8,-1.2,-4.0,-0.2
Scottie Lewis,SG,21,CHO,2,7,14.6,.568,,,0.0,0.0,0.0,16.2,6.9,0.0,0.0,5.3,,0.0,0.0,0.0,.164,,0.0,5.9,6.0,0.0
Damian Lillard,PG,31,POR,29,1056,18.5,.550,.514,.328,1.3,11.6,6.2,34.0,0.8,1.0,11.6,29.3,,1.7,0.1,1.7,.079,,4.0,-2.7,1.3,0.9
Nassir Little,SF,21,POR,42,1088,13.5,.575,.489,.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,,1.2,0.6,1.7,.076,,-0.9,-0.6,-1.4,0.2
Isaiah Livers,SF,23,DET,19,383,11.1,.629,.711,.156,4.0,12.5,8.0,8.0,1.7,1.6,13.5,12.4,,0.4,0.3,0.7,.085,,-1.3,-0.2,-1.5,0.0
Kevon Looney,C,25,GSW,82,1732,15.7,.586,.003,.343,13.5,23.8,18.8,13.2,1.4,2.9,13.8,12.2,,3.5,3.2,6.8,.187,,-0.9,1.7,0.9,1.3
Brook Lopez,C,33,MIL,13,298,16.0,.570,.405,.176,6.9,11.9,9.4,3.0,1.3,4.8,7.8,21.9,,0.3,0.3,0.7,.108,,-0.7,-0.7,-1.3,0.1
Robin Lopez,C,33,ORL,36,612,13.7,.570,.030,.271,11.7,10.0,10.9,14.4,0.2,2.7,16.5,18.9,,0.5,0.3,0.8,.064,,-2.4,-1.4,-3.8,-0.3
Didi Louzada,SG-SF,22,NOPPOR,9,129,6.4,.517,.697,.061,4.1,10.6,7.2,5.3,0.8,1.5,12.9,13.0,,0.0,0.0,0.0,-0.005,,-4.1,-3.4,-7.5,-0.2
Kevin Love,C,33,CLE,74,1665,19.6,.594,.627,.260,5.9,29.2,17.8,15.3,0.8,1.0,10.4,25.1,,3.2,2.5,5.7,.164,,4.4,0.1,4.5,2.7
Kyle Lowry,PG,35,MIA,63,2133,15.0,.600,.609,.278,1.8,13.0,7.5,32.3,1.6,0.8,19.3,18.2,,3.7,2.7,6.4,.143,,1.1,0.8,2.0,2.1
Gabriel Lundberg,SG,27,PHO,4,44,7.7,.342,.421,.000,5.0,11.9,8.5,31.5,3.3,0.0,13.6,21.5,,-0.1,0.1,0.0,-0.005,,-5.3,0.5,-4.8,0.0
Timothé Luwawu-Cabarrot,SF,26,ATL,52,685,9.3,.556,.656,.220,2.7,10.3,6.6,7.7,1.3,0.8,8.9,14.3,,0.6,0.3,0.9,.061,,-2.3,-1.0,-3.3,-0.2
Trey Lyles,PF,26,DETSAC,75,1536,16.4,.588,.372,.432,6.0,21.2,13.4,9.0,0.9,1.9,9.8,20.7,,2.4,1.2,3.5,.111,,0.5,-0.8,-0.3,0.7
Théo Maledon,PG,20,OKC,51,908,10.6,.500,.473,.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,,-0.5,0.8,0.3,.015,,-3.7,-0.7,-4.4,-0.6
Sandro Mamukelashvili,PF,22,MIL,41,407,14.7,.618,.452,.191,9.3,12.0,10.7,7.4,1.1,2.1,10.7,14.6,,0.8,0.3,1.1,.135,,0.6,-1.0,-0.3,0.2
Terance Mann,SF,25,LAC,81,2317,13.4,.572,.301,.238,4.9,14.3,9.7,13.1,1.2,0.8,9.9,16.0,,3.1,2.4,5.5,.113,,-0.8,0.2,-0.6,0.8
Tre Mann,PG,20,OKC,60,1367,10.2,.501,.463,.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22.0,,-1.0,1.0,0.1,.002,,-3.3,-1.1,-4.4,-0.8
Boban Marjanović,C,33,DAL,23,128,18.5,.615,.057,.314,6.9,27.0,16.9,4.8,0.0,2.1,15.8,33.3,,-0.1,0.2,0.1,.045,,-3.2,-1.2,-4.4,-0.1
Lauri Markkanen,SF,24,CLE,61,1878,14.7,.582,.541,.226,3.5,16.5,10.2,6.6,1.2,1.4,6.5,19.5,,2.7,2.3,5.0,.127,,0.4,-0.1,0.4,1.1
Naji Marshall,SF,24,NOP,55,735,12.3,.505,.390,.346,5.6,16.0,10.7,12.3,2.2,1.0,12.9,20.8,,0.0,0.7,0.8,.050,,-2.7,-0.5,-3.2,-0.2
Caleb Martin,SF,26,MIA,60,1372,14.8,.611,.378,.227,5.9,13.0,9.5,7.0,2.1,2.3,10.3,16.3,,1.9,2.1,4.0,.139,,0.1,0.9,1.1,1.1
Cody Martin,SF,26,CHO,71,1866,12.7,.579,.376,.253,4.6,11.7,8.1,12.4,2.3,1.6,11.5,12.1,,2.4,1.5,3.9,.101,,-1.2,0.7,-0.5,0.7
Kelan Martin,SF,26,INDBOS,30,450,9.4,.484,.439,.076,4.1,9.6,6.8,6.7,1.4,1.7,7.3,18.1,,-0.1,0.2,0.0,.005,,-2.6,-1.0,-3.6,-0.2
KJ Martin,SF,21,HOU,79,1656,14.3,.603,.321,.235,5.3,14.5,9.9,9.4,1.0,2.2,9.4,16.3,,2.3,0.6,2.9,.084,,0.0,-1.2,-1.2,0.4
Garrison Mathews,SG,25,HOU,65,1712,11.0,.602,.837,.390,2.0,10.2,6.1,5.3,1.6,1.3,7.1,14.4,,2.2,0.5,2.8,.078,,-1.3,-1.0,-2.3,-0.1
Dakota Mathias,SG,26,MEM,6,16,11.0,.500,1.000,.000,0.0,13.4,6.5,8.0,3.0,0.0,0.0,15.4,,0.0,0.0,0.0,.114,,-1.4,1.7,0.3,0.0
Wesley Matthews,SG,35,MIL,49,1002,6.9,.536,.714,.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,,0.6,0.6,1.2,.056,,-3.0,-0.3,-3.3,-0.3
Tyrese Maxey,PG,21,PHI,75,2650,16.2,.594,.311,.247,1.1,8.9,5.1,19.1,1.0,1.1,7.4,20.2,,5.4,1.9,7.3,.132,,1.3,-0.7,0.6,1.8
Skylar Mays,SG,24,ATL,28,220,11.7,.589,.391,.141,2.5,9.9,6.2,10.8,1.6,0.0,12.8,15.5,,0.2,0.1,0.3,.061,,-1.2,-0.8,-2.0,0.0
Miles McBride,PG,21,NYK,40,372,6.1,.393,.630,.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,,-0.1,0.4,0.2,.032,,-5.5,1.0,-4.5,-0.2
Mac McClung,SG-PG,23,CHILAL,2,24,5.2,.621,.500,.167,0.0,12.9,6.5,5.2,1.9,3.6,31.8,16.3,,0.0,0.0,0.0,-0.045,,-8.4,-1.2,-9.6,0.0
CJ McCollum,SG-PG,30,PORNOP,62,2145,18.3,.553,.403,.146,2.6,11.5,6.9,26.1,1.6,1.0,9.3,27.5,,2.6,1.0,3.6,.081,,3.2,-1.3,1.9,2.1
T.J. McConnell,PG,29,IND,27,652,15.1,.525,.159,.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,,1.0,0.4,1.3,.098,,-0.4,1.4,0.9,0.5
Jaden McDaniels,PF,21,MIN,70,1803,10.3,.553,.455,.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,,0.7,1.7,2.4,.065,,-2.9,-0.1,-2.9,-0.4
Jalen McDaniels,SF,24,CHO,55,895,12.7,.595,.425,.283,4.3,16.0,10.1,8.7,1.4,2.3,11.2,15.3,,1.0,0.7,1.7,.093,,-1.9,-0.4,-2.3,-0.1
Doug McDermott,PF,30,SAS,51,1223,11.4,.593,.551,.110,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,,1.1,0.5,1.6,.062,,-0.4,-2.1,-2.5,-0.1
JaVale McGee,C,34,PHO,74,1172,22.6,.651,.020,.319,15.3,29.7,22.7,5.4,0.9,6.1,15.8,22.8,,2.4,2.6,4.9,.201,,-0.1,0.9,0.8,0.8
Cameron McGriff,SF,24,POR,3,46,12.5,.470,.429,.143,13.8,22.3,17.9,9.4,0.0,2.1,0.0,14.0,,0.1,0.0,0.1,.097,,-1.0,-3.0,-4.0,0.0
Rodney McGruder,SG,30,DET,51,754,11.6,.577,.649,.116,4.2,12.1,8.0,9.6,1.4,0.8,9.2,14.8,,0.7,0.4,1.2,.075,,-0.7,-0.7,-1.4,0.1
Alfonzo McKinnie,SF,29,CHI,17,206,5.6,.457,.443,.131,7.1,10.9,9.0,3.2,0.5,1.3,9.8,15.3,,-0.2,0.1,-0.1,-0.015,,-5.6,-3.4,-9.0,-0.4
JaQuori McLaughlin,PG,24,DAL,4,11,-2.9,.000,.500,.000,0.0,0.0,0.0,22.3,0.0,0.0,0.0,8.2,,0.0,0.0,0.0,-0.101,,-9.4,-4.2,-13.6,0.0
Jordan McLaughlin,PG,25,MIN,62,902,13.4,.535,.425,.200,2.6,8.8,5.6,26.1,3.0,1.1,14.9,11.8,,1.3,1.0,2.3,.123,,-1.2,1.6,0.4,0.6
Ben McLemore,SG,28,POR,64,1285,11.7,.567,.774,.163,1.0,8.1,4.4,7.3,1.4,0.8,8.7,21.3,,0.7,0.2,0.8,.031,,-0.7,-2.5,-3.2,-0.4
De'Anthony Melton,SG,23,MEM,73,1657,15.2,.529,.535,.173,4.0,17.1,10.4,16.0,3.0,2.1,13.0,21.3,,0.9,2.8,3.7,.107,,0.3,1.6,1.9,1.6
Sam Merrill,SG,25,MEM,6,58,7.5,.485,.958,.167,1.8,11.1,6.3,9.0,0.0,0.0,7.2,19.6,,0.0,0.0,0.0,.029,,-2.2,-3.4,-5.6,-0.1
Chimezie Metu,C,24,SAC,60,1279,13.4,.546,.414,.203,2.9,25.9,14.3,6.9,1.9,2.2,11.1,18.5,,0.1,1.4,1.5,.056,,-1.6,0.1,-1.5,0.2
Khris Middleton,SF,30,MIL,66,2141,18.1,.577,.425,.285,2.1,15.3,8.8,25.5,1.7,0.8,14.2,26.7,,3.2,2.2,5.3,.119,,1.9,-0.3,1.6,1.9
C.J. Miles,SG,34,BOS,1,2,-7.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.030,,-16.3,0.0,-16.3,0.0
Patty Mills,SG,33,BRK,81,2346,10.4,.563,.715,.074,0.9,6.2,3.6,10.6,1.1,0.6,8.2,16.4,,1.9,0.9,2.8,.058,,-0.3,-1.4,-1.7,0.2
Paul Millsap,C,36,BRKPHI,33,375,10.8,.458,.304,.209,12.3,20.7,16.6,10.4,1.3,3.1,13.1,16.7,,0.0,0.5,0.5,.061,,-3.7,0.2,-3.5,-0.1
Shake Milton,SG,25,PHI,55,1179,11.9,.517,.330,.181,2.9,10.4,6.7,17.6,1.2,1.3,9.2,18.3,,0.7,1.0,1.7,.069,,-1.6,-0.6,-2.2,-0.1
Davion Mitchell,PG,23,SAC,75,2076,10.8,.489,.380,.101,1.7,7.0,4.4,22.5,1.3,1.0,11.5,20.6,,-0.5,0.6,0.1,.003,,-2.1,-1.7,-3.8,-0.9
Donovan Mitchell,SG,25,UTA,67,2266,21.6,.572,.475,.227,2.7,10.6,6.8,27.7,2.2,0.5,11.7,32.9,,4.7,2.5,7.2,.152,,4.6,-0.3,4.3,3.6
Evan Mobley,PF,20,CLE,69,2331,16.1,.549,.111,.304,6.9,19.8,13.5,11.6,1.2,4.4,12.4,20.4,,1.5,3.7,5.2,.107,,-0.9,1.5,0.6,1.5
Malik Monk,SG,23,LAL,76,2139,14.4,.597,.535,.142,1.9,11.0,6.4,15.2,1.4,1.2,12.2,20.1,,2.3,1.4,3.6,.081,,0.5,-1.0,-0.5,0.8
Greg Monroe,C,31,MINWASMILUTA,14,195,19.5,.566,.000,.404,16.9,18.8,17.7,16.2,2.0,4.8,15.2,17.3,,0.4,0.3,0.7,.169,,-0.3,0.7,0.4,0.1
Moses Moody,SG,19,GSW,52,607,10.5,.573,.601,.197,3.2,11.0,7.2,5.3,0.6,1.6,6.1,15.2,,0.6,0.7,1.3,.101,,-1.4,-1.1,-2.5,-0.1
Xavier Moon,SG,27,LAC,10,137,16.2,.545,.275,.098,1.6,9.0,5.4,27.0,2.5,1.9,10.1,19.0,,0.2,0.2,0.3,.121,,-1.1,1.0,-0.1,0.1
Matt Mooney,SG,25,NYK,1,2,-20.0,.000,1.000,.000,0.0,0.0,0.0,0.0,25.0,0.0,50.0,43.8,,-0.1,0.0,0.0,-0.915,,-33.9,11.5,-22.3,0.0
Ja Morant,PG,22,MEM,57,1889,24.4,.575,.218,.353,4.2,14.1,9.0,34.1,1.7,1.0,12.6,33.7,,4.6,2.1,6.7,.171,,6.2,-0.1,6.1,3.9
Juwan Morgan,PF,24,TORBOS,2,31,8.3,.833,.667,.000,6.6,7.4,7.0,4.2,0.0,0.0,0.0,4.1,,0.1,0.0,0.1,.124,,-3.3,-3.9,-7.1,0.0
Jaylen Morris,SG,26,SAS,3,16,-11.4,.129,.333,.667,0.0,13.2,6.6,14.0,0.0,0.0,11.4,23.1,,-0.1,0.0,-0.1,-0.376,,-15.8,-5.7,-21.5,-0.1
Marcus Morris,PF,32,LAC,54,1564,13.7,.549,.398,.214,1.8,14.0,8.1,11.3,0.9,1.0,8.4,23.2,,0.9,1.5,2.4,.074,,-0.3,-1.0,-1.4,0.3
Markieff Morris,PF,32,MIA,17,298,10.9,.547,.342,.079,6.6,10.5,8.6,12.1,1.0,0.4,14.5,20.6,,0.0,0.3,0.3,.054,,-1.5,-0.4,-1.9,0.0
Monte Morris,PG,26,DEN,75,2239,14.7,.583,.406,.109,1.4,9.6,5.6,21.4,1.2,0.6,8.8,17.4,,3.9,1.5,5.4,.116,,0.8,-0.8,0.0,1.1
Emmanuel Mudiay,PG,25,SAC,2,11,12.3,.399,.000,2.000,0.0,0.0,0.0,43.4,4.4,0.0,21.0,18.6,,0.0,0.0,0.0,.023,,-2.7,1.5,-1.2,0.0
Mychal Mulder,PG,27,ORLMIA,17,240,3.7,.438,.701,.052,0.9,9.8,5.3,3.0,0.8,0.8,9.2,15.8,,-0.4,0.1,-0.2,-0.050,,-5.9,-1.8,-7.7,-0.3
Ade Murkey,SG,24,SAC,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.017,,-7.4,-2.3,-9.7,0.0
Trey Murphy III,SF,21,NOP,62,864,12.5,.558,.671,.184,5.9,13.1,9.4,6.2,1.3,0.8,5.1,15.7,,1.3,0.6,1.9,.104,,0.2,-1.4,-1.2,0.2
Dejounte Murray,PG,25,SAS,68,2366,22.3,.533,.237,.199,3.5,21.6,12.5,40.6,2.8,0.8,11.8,27.3,,3.9,3.4,7.3,.149,,3.7,1.7,5.4,4.4
Mike Muscala,C,30,OKC,43,592,19.7,.630,.657,.230,3.6,19.1,11.2,6.2,1.5,4.1,4.9,20.9,,1.4,0.7,2.1,.170,,3.8,1.2,5.0,1.1
