Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Maxi Kleber,PF,31,DAL,37,930,8.7,.592,.663,.225,3.7,13.3,8.4,7.5,0.6,2.9,12.7,10.3,,0.7,0.6,1.3,.067,,-2.2,0.0,-2.2,0.0
Nathan Knight,C,25,MIN,38,291,14.5,.655,.272,.704,8.6,12.8,10.8,6.1,1.6,1.8,16.5,18.7,,0.4,0.3,0.7,.116,,-2.4,-0.8,-3.2,-0.1
Kevin Knox,SF-PF,23,DETPOR,63,952,11.1,.579,.560,.181,3.9,17.3,10.5,5.2,1.2,1.1,12.2,18.4,,0.2,0.5,0.7,.034,,-2.1,-1.4,-3.5,-0.4
Christian Koloko,C,22,TOR,58,802,11.4,.517,.080,.393,11.1,13.3,12.1,5.0,1.3,6.9,10.2,10.4,,0.7,1.0,1.7,.104,,-4.3,0.8,-3.5,-0.3
John Konchar,SF,26,MEM,72,1494,10.8,.542,.553,.113,4.5,17.4,11.0,8.2,2.4,1.5,9.9,10.4,,1.0,2.5,3.5,.111,,-1.9,2.4,0.5,0.9
Furkan Korkmaz,SG,25,PHI,37,353,9.3,.552,.414,.324,2.0,11.8,7.0,8.8,1.4,0.8,15.9,19.1,,-0.2,0.3,0.1,.019,,-3.3,-1.0,-4.4,-0.2
Luke Kornet,C,27,BOS,69,804,16.7,.697,.076,.229,11.9,14.8,13.4,9.1,0.7,4.9,11.8,11.5,,2.1,1.2,3.3,.198,,-0.4,1.3,1.0,0.6
Vit Krejci,PG,22,ATL,29,165,7.7,.475,.568,.054,3.9,13.4,8.6,12.4,1.4,0.5,11.7,10.9,,0.0,0.1,0.1,.042,,-4.2,0.6,-3.6,-0.1
Jonathan Kuminga,PF,20,GSW,67,1394,13.3,.597,.294,.278,5.6,12.5,9.1,12.7,1.4,2.0,14.6,19.6,,1.0,1.4,2.4,.084,,-1.7,-0.1,-1.7,0.1
Kyle Kuzma,PF,27,WAS,64,2239,14.3,.544,.421,.208,2.8,19.5,11.5,16.5,0.8,1.1,13.2,27.9,,-1.0,1.9,0.9,.019,,-0.2,-1.5,-1.7,0.2
Anthony Lamb,SF,25,GSW,62,1195,10.9,.610,.634,.191,5.3,14.4,9.9,10.5,1.1,1.5,13.7,13.8,,1.2,1.2,2.4,.096,,-1.6,0.4,-1.1,0.3
Jock Landale,C,27,PHO,69,979,16.4,.595,.249,.312,13.2,18.6,15.8,10.1,0.8,2.7,13.3,19.3,,1.5,1.2,2.7,.132,,-0.7,-0.4,-1.1,0.2
Romeo Langford,SG,23,SAS,43,844,10.4,.524,.236,.216,7.1,7.7,7.4,7.9,1.3,1.3,9.6,15.4,,0.3,0.2,0.5,.029,,-2.6,-1.5,-4.2,-0.5
Jake LaRavia,PF,21,MEM,35,414,6.7,.531,.747,.095,4.9,11.3,8.1,6.2,1.4,0.9,15.4,11.7,,0.0,0.5,0.5,.054,,-3.9,0.4,-3.5,-0.2
Zach LaVine,SG,27,CHI,77,2768,19.0,.607,.392,.308,1.7,12.2,7.1,18.7,1.2,0.6,11.0,28.3,,4.2,2.9,7.1,.123,,2.7,-0.7,1.9,2.7
A.J. Lawson,SG,22,MINDAL,15,108,13.9,.589,.568,.182,6.4,16.3,11.3,3.0,0.9,0.0,5.9,21.1,,0.1,0.1,0.1,.063,,-1.5,-2.9,-4.4,-0.1
Damion Lee,SG,30,PHO,74,1506,10.7,.607,.546,.230,2.8,14.0,8.3,8.9,1.0,0.4,13.5,16.3,,1.1,1.4,2.6,.081,,-1.3,-0.4,-1.7,0.1
Saben Lee,PG,23,PHIPHO,25,373,13.1,.517,.248,.471,3.8,9.7,6.7,24.3,2.5,0.2,14.1,19.5,,0.2,0.4,0.7,.088,,-2.7,0.9,-1.8,0.0
Alex Len,C,29,SAC,26,161,12.8,.580,.067,.533,17.2,25.4,21.3,9.3,1.2,6.0,30.2,14.1,,0.1,0.2,0.3,.085,,-4.9,0.9,-4.0,-0.1
Kawhi Leonard,SF,31,LAC,52,1748,23.9,.623,.287,.320,3.7,17.8,10.8,19.6,2.0,1.4,8.1,27.0,,4.9,2.2,7.1,.194,,5.1,0.9,6.1,3.5
Meyers Leonard,C,30,MIL,9,114,12.0,.652,.621,.310,11.4,19.4,15.5,1.2,0.8,0.0,15.4,14.4,,0.2,0.1,0.3,.126,,-2.8,-2.2,-5.0,-0.1
Caris LeVert,SG,28,CLE,74,2237,12.4,.546,.437,.243,2.8,12.1,7.4,18.0,1.6,1.0,12.4,18.7,,1.4,3.1,4.4,.095,,-1.0,0.8,-0.2,1.0
Kira Lewis Jr.,PG,21,NOP,25,235,14.5,.584,.386,.250,2.4,13.5,8.0,14.0,2.1,0.8,9.3,19.7,,0.3,0.3,0.6,.122,,-0.8,0.5,-0.3,0.1
Damian Lillard,PG,32,POR,58,2107,26.7,.645,.547,.464,2.4,12.8,7.6,35.0,1.2,0.8,11.7,33.8,,8.2,0.8,9.0,.205,,8.3,-1.2,7.1,4.9
Nassir Little,SF,22,POR,54,976,10.2,.555,.521,.152,3.2,13.5,8.3,7.3,1.0,1.8,10.0,16.0,,0.2,0.4,0.7,.032,,-1.6,-1.4,-3.0,-0.3
Isaiah Livers,PF,24,DET,52,1199,8.4,.567,.705,.135,2.5,11.0,6.6,4.8,1.1,2.1,9.0,11.9,,0.5,0.5,1.0,.041,,-2.1,-0.3,-2.4,-0.1
Kenneth Lofton Jr.,PF,20,MEM,24,176,20.2,.572,.183,.290,11.5,19.2,15.4,18.1,1.3,1.0,10.3,27.6,,0.3,0.2,0.5,.145,,0.7,-1.1,-0.4,0.1
Kevon Looney,C,26,GSW,82,1958,17.8,.639,.003,.404,15.7,26.8,21.4,13.8,1.3,2.2,9.1,10.6,,5.9,2.8,8.7,.212,,0.9,1.3,2.1,2.0
Brook Lopez,C,34,MIL,78,2373,18.4,.630,.405,.211,7.2,15.3,11.4,6.1,0.7,6.7,9.8,19.3,,4.1,3.9,8.0,.161,,0.8,1.3,2.1,2.5
Robin Lopez,C,34,CLE,37,299,11.6,.675,.053,.240,9.1,11.0,10.0,9.1,0.3,2.5,23.2,16.1,,0.2,0.3,0.6,.094,,-3.4,0.3,-3.0,-0.1
Kevin Love,PF,34,CLEMIA,62,1240,13.1,.548,.698,.215,5.5,32.6,18.9,13.2,0.6,0.9,13.1,19.2,,0.6,2.0,2.6,.099,,0.2,0.4,0.6,0.8
Kyle Lowry,PG,36,MIA,55,1718,12.6,.565,.639,.278,2.8,12.9,7.7,23.4,1.7,1.2,15.9,16.7,,1.5,1.9,3.4,.096,,-0.7,0.8,0.2,0.9
Trey Lyles,PF,27,SAC,74,1247,14.2,.607,.588,.304,6.3,21.1,13.7,7.0,1.0,2.2,12.2,18.1,,1.4,1.2,2.6,.098,,0.0,-0.9,-1.0,0.3
Théo Maledon,PG,21,CHO,44,854,11.6,.515,.374,.291,1.7,13.9,7.7,24.2,2.1,1.2,17.1,17.0,,0.0,0.9,0.8,.047,,-3.0,0.5,-2.5,-0.1
Sandro Mamukelashvili,C,23,MILSAS,43,660,13.4,.516,.430,.248,11.2,19.0,15.1,12.8,1.0,1.5,12.1,18.2,,0.4,0.5,0.9,.063,,-1.1,-1.3,-2.4,-0.1
Terance Mann,SG,26,LAC,81,1872,13.4,.619,.378,.225,4.7,11.8,8.3,14.0,1.1,1.0,12.2,15.3,,2.8,1.5,4.3,.111,,-0.3,0.1,-0.2,0.8
Tre Mann,PG,21,OKC,67,1183,10.0,.492,.513,.110,2.4,11.8,7.0,14.0,1.6,0.9,10.6,20.7,,-0.6,1.1,0.5,.021,,-3.0,-1.0,-3.9,-0.6
Boban Marjanović,C,34,HOU,31,171,23.4,.710,.017,.450,12.7,26.0,19.3,8.7,1.4,1.1,16.3,20.8,,0.4,0.1,0.6,.158,,3.0,-1.5,1.6,0.2
Lauri Markkanen,PF,25,UTA,66,2273,22.1,.640,.446,.348,6.3,20.7,13.6,8.6,0.9,1.4,8.8,26.6,,6.3,1.9,8.2,.173,,4.9,-1.0,3.8,3.3
Naji Marshall,SF,25,NOP,77,1792,11.4,.539,.382,.306,3.0,14.6,8.8,14.4,1.5,0.7,13.0,17.8,,0.5,2.0,2.5,.068,,-1.9,0.0,-1.9,0.1
Caleb Martin,SF,27,MIA,71,2077,11.4,.571,.431,.206,4.8,15.0,9.7,8.2,1.7,1.5,11.5,14.4,,1.2,2.5,3.7,.086,,-1.8,0.5,-1.2,0.4
Cody Martin,SF,27,CHO,7,134,8.7,.448,.389,.194,6.2,13.0,9.5,11.0,1.4,0.6,4.9,12.9,,0.0,0.1,0.1,.045,,-3.8,-0.8,-4.6,-0.1
KJ Martin,SF,22,HOU,82,2292,15.4,.635,.300,.308,6.0,15.8,10.8,8.1,0.9,1.3,10.0,16.4,,4.2,0.7,4.9,.103,,0.6,-1.3,-0.7,0.7
Tyrese Martin,SG,23,ATL,16,66,7.7,.440,.304,.087,8.2,11.7,10.0,3.9,0.7,0.0,7.7,16.5,,0.0,0.0,0.0,-0.010,,-4.2,-3.1,-7.4,-0.1
Garrison Mathews,SG,26,HOUATL,54,686,9.7,.573,.896,.264,1.7,10.0,5.8,5.1,1.7,0.7,7.8,14.7,,0.7,0.3,1.0,.067,,-2.0,-0.4,-2.4,-0.1
Bennedict Mathurin,SG,20,IND,78,2222,13.1,.566,.326,.477,4.4,11.5,7.9,7.6,1.0,0.5,11.7,24.6,,1.0,0.8,1.8,.038,,-1.2,-2.5,-3.7,-1.0
Wesley Matthews,SF,36,MIL,52,820,7.0,.519,.775,.175,4.5,9.7,7.2,5.1,1.2,1.3,9.5,9.8,,0.3,0.9,1.2,.073,,-3.4,0.8,-2.7,-0.1
Tyrese Maxey,SG,22,PHI,60,2016,17.0,.605,.404,.233,1.4,8.8,5.2,16.9,1.2,0.4,7.4,24.1,,3.7,1.6,5.4,.128,,1.9,-1.2,0.6,1.3
Skylar Mays,PG,25,POR,6,189,19.4,.624,.382,.191,1.2,10.4,5.8,40.0,1.5,0.5,11.9,19.3,,0.6,0.1,0.7,.171,,2.1,-2.1,0.0,0.1
Miles McBride,PG,22,NYK,64,760,8.4,.475,.623,.195,1.9,5.4,3.6,12.4,2.4,1.0,9.7,14.6,,0.0,0.7,0.7,.047,,-3.6,1.4,-2.3,-0.1
Mac McClung,SG,24,PHI,2,41,19.2,.563,.550,.250,8.8,19.8,14.4,35.3,0.0,0.0,11.9,27.5,,0.1,0.0,0.1,.140,,2.2,-1.7,0.5,0.0
CJ McCollum,PG,31,NOP,75,2649,15.6,.541,.404,.177,2.4,11.7,7.0,25.1,1.3,1.4,11.2,26.4,,1.5,2.8,4.3,.078,,1.5,-0.7,0.8,1.9
T.J. McConnell,PG,30,IND,75,1526,16.8,.590,.113,.131,3.3,13.7,8.5,37.9,2.5,0.6,20.6,19.1,,1.9,1.2,3.1,.098,,0.4,0.1,0.5,1.0
Jaden McDaniels,SF,22,MIN,79,2416,12.0,.611,.376,.201,4.3,9.8,7.1,8.4,1.5,2.7,12.6,15.8,,2.0,2.4,4.4,.087,,-1.7,0.5,-1.2,0.5
Jalen McDaniels,SF,25,CHOPHI,80,1913,11.8,.557,.376,.224,3.6,16.3,9.9,9.6,2.1,1.6,12.1,17.2,,0.5,2.2,2.7,.068,,-2.7,0.6,-2.1,-0.1
Doug McDermott,SF,31,SAS,64,1314,11.2,.590,.570,.134,1.9,9.9,5.8,9.8,0.5,0.4,9.5,19.2,,1.0,0.0,1.0,.035,,-0.7,-2.5,-3.2,-0.4
JaVale McGee,C,35,DAL,42,355,17.2,.650,.040,.328,9.7,25.5,17.5,5.2,0.6,6.5,20.1,22.8,,0.1,0.5,0.6,.076,,-3.6,-0.1,-3.7,-0.1
Bryce McGowens,SG,20,CHO,46,787,7.2,.519,.396,.396,2.7,10.1,6.3,9.1,0.9,0.7,15.3,15.0,,-0.4,0.4,0.1,.005,,-4.6,-1.4,-6.0,-0.8
Rodney McGruder,SG,31,DET,32,524,10.7,.566,.638,.145,4.1,11.8,7.8,7.6,1.5,0.2,6.4,14.0,,0.5,0.2,0.7,.068,,-0.8,-0.7,-1.5,0.1
Jordan McLaughlin,PG,26,MIN,43,678,11.8,.526,.538,.124,2.5,7.6,5.1,27.4,2.2,0.5,17.7,11.7,,0.7,0.6,1.3,.094,,-1.3,0.6,-0.7,0.2
De'Anthony Melton,SG,24,PHI,77,2150,12.7,.566,.619,.134,3.9,13.1,8.6,12.9,2.9,1.8,12.9,16.4,,1.1,3.1,4.2,.095,,-0.7,1.6,0.9,1.6
Sam Merrill,SG,26,CLE,5,59,15.5,.546,.818,.091,0.0,18.0,9.0,12.0,3.4,0.0,0.0,17.3,,0.1,0.1,0.2,.160,,-1.2,2.5,1.2,0.0
Chimezie Metu,PF,25,SAC,66,689,17.3,.639,.174,.333,7.8,24.9,16.4,8.1,1.5,2.7,11.3,17.6,,1.2,0.8,2.1,.143,,-0.3,0.2,-0.1,0.3
Khris Middleton,SF,31,MIL,33,801,17.4,.551,.399,.251,3.8,14.0,9.1,30.7,1.4,0.5,13.6,27.4,,1.0,1.0,1.9,.117,,1.0,-0.3,0.8,0.6
Patty Mills,PG,34,BRK,40,567,10.6,.554,.641,.144,1.6,7.0,4.4,13.9,1.3,0.5,11.9,19.7,,0.0,0.4,0.4,.035,,-1.4,-1.7,-3.1,-0.2
Shake Milton,SG,26,PHI,76,1567,12.7,.575,.294,.231,3.0,11.3,7.2,22.3,0.8,0.8,14.5,18.5,,1.6,1.2,2.9,.087,,-1.0,-0.9,-2.0,0.0
Justin Minaya,SF,23,POR,4,89,4.0,.363,.522,.043,3.8,15.6,9.7,5.9,1.1,5.0,14.6,13.4,,-0.2,0.1,-0.1,-0.067,,-7.2,-1.9,-9.0,-0.2
Josh Minott,SF,20,MIN,15,96,17.9,.582,.167,.222,5.9,22.9,14.6,7.5,2.0,5.4,7.1,18.9,,0.1,0.2,0.3,.146,,-1.9,0.4,-1.6,0.0
Davion Mitchell,PG,24,SAC,80,1447,9.4,.545,.494,.078,1.3,7.0,4.1,16.5,1.5,0.9,13.1,14.1,,0.7,0.8,1.5,.050,,-2.4,-0.4,-2.8,-0.3
Donovan Mitchell,SG,26,CLE,68,2432,22.9,.614,.453,.262,3.1,10.9,7.0,21.4,2.0,1.0,10.3,32.1,,5.4,3.5,8.9,.176,,5.6,0.6,6.3,5.0
Evan Mobley,PF,21,CLE,79,2715,17.9,.591,.108,.321,8.1,22.7,15.4,12.4,1.1,4.0,11.9,20.2,,3.7,4.8,8.5,.151,,0.0,1.6,1.7,2.5
Isaiah Mobley,PF,23,CLE,12,84,14.1,.521,.286,.143,5.6,22.4,14.0,5.0,2.4,3.3,3.3,16.4,,0.1,0.2,0.2,.135,,-2.5,1.1,-1.4,0.0
Chima Moneke,SF,27,SAC,2,8,-3.5,.347,.000,1.000,28.8,0.0,14.3,16.1,0.0,0.0,41.0,26.2,,0.0,0.0,0.0,-0.288,,-12.7,-8.0,-20.7,0.0
Malik Monk,SG,24,SAC,77,1719,16.6,.587,.500,.260,2.1,11.3,6.7,25.0,1.4,1.0,14.1,25.8,,2.1,1.2,3.2,.091,,1.6,-1.4,0.3,1.0
Moses Moody,SG,20,GSW,63,817,10.3,.603,.595,.233,3.8,10.2,7.1,8.2,1.0,0.8,12.0,14.6,,0.7,0.6,1.3,.076,,-1.7,-0.9,-2.6,-0.1
Xavier Moon,SG,28,LAC,4,20,7.2,.389,.333,.000,0.0,16.6,8.4,35.7,0.0,0.0,10.0,21.8,,0.0,0.0,0.0,-0.030,,-4.1,-1.0,-5.1,0.0
Wendell Moore Jr.,SG,21,MIN,29,153,9.3,.465,.395,.116,3.0,10.0,6.6,15.3,2.5,2.8,15.0,14.9,,-0.1,0.2,0.1,.028,,-3.8,1.3,-2.4,0.0
Ja Morant,PG,23,MEM,61,1948,23.3,.557,.247,.409,3.3,16.1,9.7,41.1,1.6,0.7,12.6,34.9,,3.4,2.6,6.0,.148,,5.2,0.5,5.7,3.8
Marcus Morris,PF,33,LAC,65,1825,10.5,.534,.479,.135,1.8,13.9,7.9,8.9,1.1,1.0,7.6,17.6,,0.4,1.6,2.0,.053,,-1.8,-0.2,-1.9,0.0
Markieff Morris,PF,33,BRKDAL,35,355,10.4,.553,.617,.087,4.2,18.2,11.3,12.2,1.2,1.2,13.1,17.2,,0.1,0.4,0.4,.059,,-2.3,-0.4,-2.7,-0.1
Monte Morris,PG,27,WAS,62,1695,15.0,.579,.396,.150,1.8,11.6,6.9,26.4,1.2,0.6,9.9,15.6,,3.1,1.1,4.2,.120,,0.8,-0.4,0.5,1.1
Trey Murphy III,SF,22,NOP,79,2448,15.2,.650,.621,.238,2.7,10.3,6.5,6.4,1.8,1.7,6.5,16.6,,4.8,2.8,7.6,.150,,1.4,0.4,1.8,2.3
Dejounte Murray,SG,26,ATL,74,2693,17.0,.540,.293,.144,2.1,13.8,7.9,24.0,2.0,0.6,10.2,24.4,,2.4,2.3,4.7,.084,,1.1,0.0,1.0,2.1
Jamal Murray,PG,25,DEN,65,2133,18.0,.571,.415,.207,2.7,11.0,6.9,27.5,1.5,0.7,11.3,26.1,,3.3,1.9,5.1,.116,,2.6,-1.3,1.3,1.8
Keegan Murray,SF,22,SAC,80,2382,12.3,.597,.641,.104,4.3,13.4,8.9,5.5,1.2,1.5,6.8,15.8,,2.6,1.7,4.3,.087,,0.4,-1.0,-0.6,0.8
Mike Muscala,C,31,OKCBOS,63,945,13.0,.608,.709,.178,4.2,19.1,11.6,7.1,0.8,2.3,6.8,15.1,,1.4,1.1,2.5,.128,,-0.3,-0.1,-0.4,0.4
Svi Mykhailiuk,SF,25,NYKCHO,32,468,14.0,.584,.572,.225,3.4,8.9,6.1,16.5,1.5,0.7,11.2,19.3,,0.5,0.3,0.8,.081,,0.5,-0.7,-0.1,0.2
Larry Nance Jr.,C,30,NOP,65,1381,16.0,.649,.138,.259,8.7,20.3,14.5,11.7,2.0,2.6,11.0,11.9,,2.8,2.1,4.9,.171,,0.0,2.0,2.0,1.4
Andrew Nembhard,SG,23,IND,75,2073,10.0,.528,.408,.096,1.9,8.8,5.3,22.4,1.6,0.5,15.8,16.1,,0.4,0.8,1.2,.029,,-2.4,-0.8,-3.2,-0.6
Aaron Nesmith,SF,23,IND,73,1816,10.5,.566,.532,.241,3.8,13.1,8.5,7.4,1.4,1.6,10.3,16.8,,0.9,1.1,2.0,.052,,-2.3,-0.7,-3.0,-0.4
Raul Neto,PG,30,CLE,48,505,12.6,.628,.382,.309,2.3,8.4,5.4,21.0,1.7,0.7,16.1,13.2,,0.8,0.6,1.5,.142,,-1.7,1.5,-0.2,0.2
Georges Niang,PF,29,PHI,78,1512,10.9,.610,.765,.090,1.5,12.8,7.2,7.3,1.0,0.9,9.4,17.0,,1.1,1.4,2.5,.078,,-0.4,-1.0,-1.4,0.2
Daishen Nix,PG,20,HOU,57,914,5.3,.447,.591,.152,2.1,9.7,5.9,19.2,1.6,0.7,25.4,15.4,,-1.5,0.3,-1.2,-0.062,,-5.0,-1.5,-6.5,-1.0
Zeke Nnaji,PF,22,DEN,53,728,12.5,.620,.332,.316,10.5,11.2,10.9,3.3,1.1,2.8,12.2,15.2,,0.9,0.7,1.6,.106,,-2.7,-0.9,-3.7,-0.3
Nerlens Noel,C,28,DETBRK,17,195,7.9,.424,.056,.333,5.6,21.0,13.1,6.7,4.0,4.5,23.9,12.0,,-0.3,0.3,0.0,.007,,-6.5,2.6,-3.8,-0.1
Jaylen Nowell,SG,23,MIN,65,1252,13.7,.527,.371,.158,3.3,11.7,7.6,15.9,1.6,0.3,8.9,25.0,,0.0,1.2,1.2,.046,,-1.5,-1.0,-2.5,-0.2
Frank Ntilikina,SG,24,DAL,47,607,5.2,.461,.508,.250,1.3,10.7,5.9,12.8,1.3,1.0,16.5,13.1,,-0.5,0.4,-0.1,-0.010,,-6.1,-0.7,-6.7,-0.7
Kendrick Nunn,SG,27,LALWAS,70,964,11.1,.530,.496,.091,1.8,10.3,6.2,13.8,1.4,0.6,12.4,23.7,,-0.6,0.8,0.2,.008,,-2.0,-1.5,-3.5,-0.4
Jusuf Nurkić,C,28,POR,52,1391,17.3,.589,.236,.380,9.3,29.7,19.5,16.4,1.5,2.8,16.8,22.1,,1.2,1.5,2.7,.092,,-0.6,0.7,0.1,0.7
Jordan Nwora,SF,24,MILIND,62,1188,12.2,.561,.474,.193,4.7,15.8,10.4,10.5,1.0,1.0,12.0,19.4,,0.5,1.0,1.5,.060,,-0.8,-1.3,-2.1,0.0
Royce O'Neale,SF,29,BRK,76,2409,9.2,.538,.707,.116,2.6,15.0,9.0,15.3,1.3,1.7,15.5,13.6,,0.4,2.5,2.9,.057,,-1.7,0.6,-1.1,0.5
Chuma Okeke,SF,24,ORL,27,518,9.1,.488,.705,.172,5.7,15.3,10.5,9.4,1.8,2.1,11.5,12.3,,0.0,0.6,0.7,.061,,-2.4,0.8,-1.6,0.1
Josh Okogie,SG,24,PHO,72,1350,13.3,.531,.476,.464,8.8,11.9,10.3,10.3,2.0,2.3,11.2,17.7,,1.1,1.7,2.8,.101,,-0.8,0.5,-0.2,0.6
Onyeka Okongwu,C,22,ATL,80,1849,19.4,.678,.026,.394,12.7,21.5,17.0,5.8,1.4,4.9,12.2,15.1,,4.7,2.4,7.1,.185,,0.0,0.8,0.8,1.3
Isaac Okoro,SF,22,CLE,76,1652,10.7,.614,.483,.291,3.7,9.6,6.7,7.0,1.7,1.7,9.5,11.9,,1.9,2.3,4.2,.122,,-1.9,1.6,-0.3,0.7
KZ Okpala,PF,23,SAC,35,248,6.2,.554,.553,.211,3.2,12.4,7.8,6.3,1.4,2.5,14.4,8.4,,0.1,0.2,0.3,.057,,-4.3,1.1,-3.2,-0.1
Victor Oladipo,SG,30,MIA,42,1106,10.6,.513,.526,.196,1.6,12.3,6.8,19.8,2.6,1.1,16.6,21.1,,-0.9,1.5,0.6,.024,,-2.9,0.8,-2.1,0.0
Kelly Olynyk,C,31,UTA,68,1942,14.4,.643,.424,.417,4.6,18.6,11.7,17.6,1.5,1.6,20.3,17.8,,2.4,1.9,4.3,.106,,-0.4,0.9,0.4,1.2
Eugene Omoruyi,SF,25,OKCDET,40,645,10.9,.533,.390,.329,7.1,11.8,9.4,6.3,2.1,0.4,11.5,19.3,,0.1,0.5,0.6,.042,,-3.5,-0.9,-4.4,-0.4
Cedi Osman,SF,27,CLE,77,1548,12.0,.579,.589,.204,1.9,11.5,6.7,10.6,1.1,0.7,8.3,18.2,,1.4,1.9,3.3,.103,,-0.8,0.2,-0.7,0.5
Kelly Oubre Jr.,SF,27,CHO,48,1548,14.8,.534,.414,.254,4.4,12.9,8.6,5.6,2.1,1.0,6.6,26.5,,0.1,1.5,1.7,.051,,-0.4,-0.7,-1.1,0.3
Chris Paul,PG,37,PHO,59,1889,17.7,.555,.391,.240,1.6,13.4,7.4,38.7,2.4,1.0,13.4,19.2,,3.7,2.5,6.2,.156,,2.0,1.2,3.2,2.5
Cameron Payne,PG,28,PHO,48,968,13.2,.512,.408,.141,1.3,11.0,6.1,32.6,1.7,0.7,14.4,24.8,,0.0,1.0,1.1,.053,,-0.5,-0.7,-1.2,0.2
Gary Payton II,SG,30,PORGSW,22,367,13.3,.701,.377,.101,7.4,13.9,10.6,11.0,2.9,1.2,18.2,10.3,,0.6,0.4,1.0,.125,,-1.2,1.5,0.3,0.2
Theo Pinson,SG,27,DAL,40,323,10.1,.512,.713,.149,3.6,19.3,11.4,19.6,0.9,0.3,11.5,14.7,,0.2,0.2,0.5,.071,,-2.5,-0.9,-3.4,-0.1
Scotty Pippen Jr.,PG,22,LAL,6,32,9.6,.439,.250,.750,6.9,6.5,6.7,8.2,3.0,2.6,11.1,23.7,,-0.1,0.0,0.0,-0.017,,-5.1,-0.8,-5.9,0.0
Mason Plumlee,C,32,CHOLAC,79,2054,19.6,.689,.000,.647,11.8,25.1,18.4,17.3,1.1,2.0,15.8,15.2,,5.5,2.4,7.9,.185,,1.2,1.0,2.2,2.2
Jakob Poeltl,C,27,SASTOR,72,1906,21.0,.635,.002,.325,13.0,25.5,19.0,15.2,1.7,4.0,15.0,18.2,,3.7,2.2,6.0,.150,,1.1,0.8,1.9,1.9
Aleksej Pokusevski,PF,21,OKC,34,701,13.4,.522,.418,.141,6.8,17.8,12.2,12.4,1.4,5.7,14.0,18.3,,0.0,1.0,1.0,.066,,-1.0,1.0,0.0,0.3
Jordan Poole,PG,23,GSW,82,2458,14.6,.573,.498,.325,1.5,8.5,5.0,22.5,1.2,0.8,14.7,29.2,,1.4,1.9,3.2,.063,,-0.1,-1.8,-1.9,0.1
Kevin Porter Jr.,PG,22,HOU,59,2024,16.2,.565,.436,.299,4.1,13.1,8.5,25.7,2.0,0.8,15.8,24.3,,1.9,1.0,2.9,.068,,1.4,-0.8,0.6,1.3
Michael Porter Jr.,SF,24,DEN,62,1798,16.8,.621,.556,.147,4.2,17.2,10.9,5.3,1.0,1.4,7.3,22.7,,2.6,1.8,4.3,.116,,2.0,-1.8,0.2,1.0
Otto Porter Jr.,SF,29,TOR,8,146,14.0,.656,.567,.267,4.3,10.9,7.4,7.2,3.7,0.0,10.7,11.0,,0.2,0.2,0.4,.142,,-1.3,2.0,0.7,0.1
Bobby Portis,PF,27,MIL,70,1818,17.8,.575,.320,.156,9.2,28.6,19.3,8.7,0.8,0.7,8.6,21.7,,2.5,2.8,5.3,.139,,1.2,-0.6,0.7,1.2
Kristaps Porziņģis,C,27,WAS,65,2120,23.1,.627,.350,.409,6.2,21.8,14.3,12.9,1.3,4.0,10.2,27.4,,5.0,2.7,7.7,.174,,3.8,0.5,4.3,3.4
Micah Potter,PF,24,UTA,7,52,18.6,.800,.467,.000,6.3,26.7,16.6,11.2,0.9,0.0,11.8,13.7,,0.2,0.0,0.2,.186,,2.4,1.2,3.5,0.1
Dwight Powell,C,31,DAL,76,1458,15.5,.738,.019,.625,11.8,13.3,12.5,6.9,1.6,1.6,15.9,12.6,,3.8,1.3,5.1,.168,,-1.2,0.0,-1.2,0.3
Norman Powell,SG,29,LAC,60,1567,17.1,.612,.404,.390,1.7,10.7,6.3,11.0,1.6,1.0,10.8,26.0,,2.1,1.4,3.5,.107,,0.9,-0.7,0.3,0.9
Jason Preston,PG,23,LAC,14,124,10.3,.489,.439,.049,1.8,17.9,9.9,30.9,0.8,0.0,19.3,18.3,,0.0,0.1,0.1,.021,,-2.1,-0.5,-2.6,0.0
Joshua Primo,SG,20,SAS,4,93,6.1,.467,.462,.346,2.3,13.4,7.6,24.4,0.5,1.8,26.9,18.2,,-0.2,0.0,-0.1,-0.073,,-4.7,-1.6,-6.3,-0.1
Taurean Prince,PF,28,MIN,54,1192,10.0,.597,.512,.203,1.4,10.8,6.2,9.6,1.1,1.1,14.3,17.3,,0.3,1.0,1.3,.052,,-2.6,-0.6,-3.3,-0.4
Payton Pritchard,PG,25,BOS,48,643,10.3,.536,.629,.065,4.3,10.5,7.5,14.0,1.1,0.1,13.7,19.8,,-0.1,0.7,0.6,.045,,-2.1,-1.2,-3.4,-0.2
Trevelin Queen,SG,25,IND,7,70,6.0,.337,.517,.172,12.7,14.2,13.5,11.1,1.4,6.1,18.3,22.9,,-0.3,0.1,-0.2,-0.133,,-5.6,-1.5,-7.2,-0.1
Neemias Queta,C,23,SAC,5,29,17.0,.607,.000,.222,19.8,23.5,21.7,5.0,0.0,6.0,9.2,16.1,,0.1,0.0,0.1,.149,,-2.6,-0.8,-3.4,0.0
